Number	Time	Temperature
     1	    2162	0.0
     2	    2209	0.0
     3	    2259	0.0
     4	    2309	0.0
     5	    2362	0.0
     6	    2410	0.0
     7	    2459	0.0
     8	    2509	0.0
     9	    2559	0.0
    10	    2609	0.0
    11	    2660	0.0
    12	    2709	0.0
    13	    2759	0.0
    14	    2809	0.0
    15	    2861	0.0
    16	    2911	0.0
    17	    2959	0.0
    18	    3009	0.0
    19	    3059	0.0
    20	    3111	0.0
    21	    3159	0.0
    22	    3210	0.0
    23	    3260	0.0
    24	    3310	0.0
    25	    3362	0.0
    26	    3410	0.0
    27	    3463	0.0
    28	    3510	0.0
    29	    3560	0.0
    30	    3610	0.0
    31	    3660	0.0
    32	    3710	0.0
    33	    3761	0.0
    34	    3810	0.0
    35	    3860	0.0
    36	    3910	0.0
    37	    3960	0.0
    38	    4013	0.0
    39	    4110	0.0
    40	    4160	0.0
    41	    4210	0.0
    42	    4260	0.0
    43	    4312	0.0
    44	    4363	0.0
    45	    4410	0.0
    46	    4460	0.0
    47	    4510	0.0
    48	    4562	0.0
    49	    4612	0.0
    50	    4660	0.0
    51	    4710	0.0
    52	    4760	0.0
    53	    4813	0.0
    54	    4860	0.0
    55	    4910	0.0
    56	    4960	0.0
    57	    5010	0.0
    58	    5061	0.0
    59	    5112	0.0
    60	    5160	0.0
    61	    5211	0.0
    62	    5260	0.0
    63	    5312	0.0
    64	    5360	0.0
    65	    5410	0.0
    66	    5460	0.0
    67	    5510	0.0
    68	    5563	0.0
    69	    5611	0.0
    70	    5663	0.0
    71	    5710	0.0
    72	    5760	0.0
    73	    5812	0.0
    74	    5861	0.0
    75	    5910	0.0
    76	    5960	0.0
    77	    6010	0.0
    78	    6063	0.0
    79	    6110	0.0
    80	    6160	0.0
    81	    6212	0.0
    82	    6260	0.0
    83	    6313	0.0
    84	    6360	0.0
    85	    6410	0.0
    86	    6460	0.0
    87	    6511	0.0
    88	    6563	0.0
    89	    6610	0.0
    90	    6660	0.0
    91	    6712	0.0
    92	    6764	0.0
    93	    6810	0.0
    94	    6860	0.0
    95	    6910	0.0
    96	    6961	0.0
    97	    7012	0.0
    98	    7062	0.0
    99	    7112	0.0
   100	    7160	0.0
   101	    7210	0.0
   102	    7262	0.0
   103	    7313	0.0
   104	    7360	0.0
   105	    7410	0.0
   106	    7462	0.0
   107	    7513	0.0
   108	    7560	0.0
   109	    7610	0.0
   110	    7660	0.0
   111	    7710	0.0
   112	    7763	0.0
   113	    7812	0.0
   114	    7862	0.0
   115	    7912	0.0
   116	    7962	0.0
   117	    8010	0.0
   118	    8060	0.0
   119	    8110	0.0
   120	    8164	0.0
   121	    8212	0.0
   122	    8260	0.0
   123	    8310	0.0
   124	    8362	0.0
   125	    8412	0.0
   126	    8462	0.0
   127	    8510	0.0
   128	    8562	0.0
   129	    8612	0.0
   130	    8662	0.0
   131	    8712	0.0
   132	    8762	0.0
