Cycle	Time	Value
     1	      30	0.0
     2	      80	0.0
     3	     130	0.0
     4	     178	0.0
     5	     230	0.0
     6	     280	0.0
     7	     330	0.0
     8	     380	0.0
     9	     430	0.0
    10	     480	0.0
    11	     530	0.0
    12	     580	0.0
    13	     630	0.0
    14	     680	0.0
    15	     730	0.0
    16	     780	0.0
    17	     828	0.0
    18	     880	0.0
    19	     929	0.0
    20	     978	0.0
    21	    1030	0.0
    22	    1080	0.0
    23	    1131	0.0
    24	    1180	0.0
    25	    1230	0.0
    26	    1280	0.0
    27	    1330	0.0
    28	    1381	0.0
    29	    1431	0.0
    30	    1481	0.0
    31	    1531	0.0
    32	    1581	0.0
    33	    1632	0.0
    34	    1681	0.0
    35	    1731	0.0
    36	    1781	0.0
    37	    1831	0.0
    38	    1881	0.0
    39	    1931	0.0
    40	    1981	0.0
    41	    2031	0.0
    42	    2081	0.0
    43	    2131	0.0
    44	    2181	0.0
    45	    2232	0.0
    46	    2281	0.0
    47	    2331	0.0
    48	    2381	0.0
    49	    2431	0.0
    50	    2481	0.0
    51	    2531	0.0
    52	    2581	0.0
    53	    2631	0.0
    54	    2681	0.0
    55	    2732	0.0
    56	    2781	0.0
    57	    2831	0.0
    58	    2881	0.0
