Cycle	Time	Value
     1	      13	1613.0
     2	      62	1405.0
     3	     112	1443.0
     4	     162	1671.0
     5	     213	1515.0
     6	     262	1299.0
     7	     312	1469.0
     8	     363	1648.0
     9	     412	1479.0
    10	     462	1563.0
    11	     512	1439.0
    12	     562	1540.0
    13	     613	1563.0
    14	     663	1448.0
    15	     712	1484.0
    16	     762	1398.0
    17	     812	1425.0
    18	     862	1338.0
    19	     912	1274.0
    20	     962	1706.0
    21	    1014	1577.0
    22	    1064	1410.0
    23	    1112	1586.0
    24	    1162	1315.0
    25	    1212	1364.0
    26	    1262	1616.0
    27	    1312	1466.0
    28	    1363	1588.0
    29	    1412	1598.0
    30	    1462	1722.0
    31	    1512	1435.0
    32	    1562	1466.0
    33	    1612	1179.0
    34	    1662	1427.0
    35	    1712	1416.0
    36	    1762	1459.0
    37	    1812	1526.0
    38	    1863	1581.0
    39	    1912	1399.0
    40	    1962	1442.0
    41	    2012	1355.0
    42	    2062	1388.0
    43	    2112	1382.0
    44	    2162	1534.0
    45	    2212	1495.0
    46	    2262	1504.0
    47	    2313	1505.0
    48	    2362	1529.0
    49	    2412	1478.0
    50	    2462	1550.0
    51	    2513	1270.0
    52	    2563	1530.0
    53	    2612	1531.0
    54	    2662	1676.0
    55	    2712	1596.0
    56	    2762	1588.0
    57	    2813	1228.0
    58	    2862	1300.0
    59	    2912	1028.0
    60	    2962	1021.0
    61	    3012	761.0
    62	    3062	809.0
    63	    3114	511.0
    64	    3162	521.0
    65	    3212	449.0
    66	    3263	393.0
    67	    3313	427.0
    68	    3363	396.0
    69	    3413	466.0
    70	    3463	419.0
    71	    3513	429.0
    72	    3563	281.0
    73	    3613	273.0
    74	    3663	292.0
    75	    3714	272.0
    76	    3763	278.0
    77	    3813	263.0
    78	    3863	238.0
    79	    3913	237.0
    80	    3963	215.0
    81	    4013	247.0
    82	    4063	228.0
    83	    4113	252.0
    84	    4163	317.0
    85	    4213	297.0
    86	    4264	243.0
    87	    4313	296.0
    88	    4364	260.0
    89	    4413	215.0
    90	    4463	389.0
    91	    4513	283.0
    92	    4563	444.0
    93	    4613	427.0
    94	    4663	429.0
    95	    4713	569.0
    96	    4763	416.0
    97	    4813	540.0
    98	    4863	502.0
    99	    4913	571.0
   100	    4963	781.0
   101	    5013	862.0
   102	    5063	974.0
   103	    5113	1069.0
   104	    5163	1126.0
   105	    5213	1355.0
   106	    5263	1280.0
   107	    5313	1444.0
   108	    5363	1389.0
   109	    5413	1725.0
   110	    5463	1467.0
   111	    5513	1594.0
   112	    5563	1453.0
   113	    5613	1489.0
   114	    5663	1535.0
   115	    5713	1394.0
   116	    5763	1838.0
   117	    5813	1704.0
   118	    5863	1590.0
   119	    5913	1694.0
   120	    5963	1549.0
   121	    6013	1731.0
   122	    6063	1786.0
   123	    6113	1738.0
   124	    6163	1699.0
   125	    6214	1396.0
   126	    6263	1640.0
   127	    6313	1617.0
   128	    6363	1672.0
   129	    6413	1530.0
   130	    6464	1746.0
   131	    6513	1409.0
   132	    6563	1773.0
   133	    6613	1805.0
   134	    6663	1615.0
   135	    6715	1698.0
   136	    6763	1576.0
   137	    6813	1607.0
