Number	Time	Temperature
     1	      19	51.7
     2	      69	51.8
     3	     119	51.8
     4	     169	51.8
     5	     218	51.8
     6	     269	51.8
     7	     319	51.9
     8	     368	52.1
     9	     419	52.4
    10	     468	52.7
    11	     518	52.8
    12	     568	54.2
    13	     619	54.7
    14	     668	55.1
    15	     720	55.9
    16	     768	56.6
    17	     818	57.3
    18	     869	58.1
    19	     918	58.8
    20	     969	59.6
    21	    1018	60.5
    22	    1069	60.9
    23	    1118	61.9
    24	    1168	62.8
    25	    1219	64.4
    26	    1268	65.2
    27	    1318	66.1
    28	    1368	66.8
    29	    1418	67.7
    30	    1468	68.3
    31	    1518	69.1
    32	    1568	70.2
    33	    1619	71.0
    34	    1668	72.1
    35	    1719	73.2
    36	    1768	74.0
    37	    1818	75.8
    38	    1868	76.6
    39	    1918	77.6
    40	    1969	78.6
    41	    2018	79.5
    42	    2068	80.4
    43	    2118	81.3
    44	    2168	82.1
    45	    2218	83.1
    46	    2268	83.9
    47	    2318	84.6
    48	    2368	85.7
    49	    2418	86.6
    50	    2468	87.9
    51	    2518	88.7
    52	    2568	90.4
    53	    2618	91.3
    54	    2669	92.2
    55	    2720	93.0
    56	    2768	93.8
    57	    2818	94.4
    58	    2868	95.2
