Number	Time	Temperature
     1	      44	33.9
     2	      94	33.5
     3	     144	34.2
     4	     195	33.7
     5	     244	33.9
     6	     294	33.6
     7	     344	33.7
     8	     394	33.9
     9	     444	33.4
    10	     494	33.4
    11	     544	33.9
    12	     594	33.6
    13	     644	33.7
    14	     694	33.7
    15	     745	34.1
    16	     794	33.9
    17	     844	34.3
    18	     894	33.9
    19	     944	34.3
    20	     995	34.3
    21	    1044	34.1
    22	    1094	33.4
    23	    1144	33.9
    24	    1194	34.1
    25	    1244	34.1
    26	    1295	34.1
    27	    1344	33.7
    28	    1395	34.3
    29	    1444	34.1
    30	    1494	34.3
    31	    1544	34.4
    32	    1594	34.3
    33	    1644	34.4
    34	    1694	34.1
    35	    1744	33.7
    36	    1794	34.6
    37	    1844	34.3
    38	    1894	34.4
    39	    1944	34.3
    40	    1994	34.6
    41	    2045	34.6
    42	    2094	34.6
    43	    2144	34.3
    44	    2195	34.6
    45	    2244	34.6
    46	    2294	34.4
    47	    2344	34.6
    48	    2394	34.6
    49	    2444	34.6
    50	    2495	34.4
    51	    2544	34.7
    52	    2594	34.4
    53	    2644	34.7
    54	    2695	34.6
    55	    2744	34.7
    56	    2794	34.7
    57	    2844	34.6
    58	    2894	34.7
    59	    2945	34.1
    60	    2994	34.6
    61	    3044	34.7
    62	    3094	34.7
    63	    3145	34.7
    64	    3195	34.7
    65	    3245	34.8
    66	    3294	34.8
    67	    3344	34.7
    68	    3394	34.8
    69	    3444	34.8
    70	    3494	34.8
    71	    3544	34.8
    72	    3594	34.8
    73	    3644	34.6
    74	    3694	34.4
    75	    3744	34.8
    76	    3794	34.8
    77	    3844	34.8
    78	    3895	34.8
    79	    3944	34.7
    80	    3994	34.6
    81	    4044	35.0
    82	    4094	34.1
    83	    4145	34.7
    84	    4194	35.0
    85	    4244	34.8
    86	    4294	34.8
    87	    4345	35.0
    88	    4394	35.0
    89	    4444	34.7
    90	    4494	34.6
    91	    4544	35.0
    92	    4594	35.0
    93	    4644	35.0
    94	    4694	35.0
    95	    4744	35.2
    96	    4794	35.0
    97	    4844	35.0
    98	    4895	35.0
    99	    4944	34.8
   100	    4995	34.8
   101	    5044	35.2
   102	    5094	35.0
   103	    5145	34.8
   104	    5194	35.0
   105	    5244	35.2
   106	    5294	35.0
   107	    5344	34.8
   108	    5394	35.0
   109	    5444	35.2
   110	    5494	35.0
   111	    5544	35.0
   112	    5594	35.0
   113	    5644	35.2
   114	    5694	35.2
   115	    5744	34.7
   116	    5794	35.0
   117	    5844	35.0
   118	    5894	35.2
   119	    5944	34.4
   120	    5994	35.2
   121	    6044	35.0
   122	    6095	34.8
   123	    6144	34.4
   124	    6195	35.0
   125	    6244	35.0
   126	    6294	35.2
   127	    6345	35.2
   128	    6394	35.0
   129	    6444	35.2
   130	    6494	35.3
   131	    6544	35.2
   132	    6595	35.2
   133	    6644	34.8
   134	    6694	34.8
   135	    6744	34.8
   136	    6794	35.2
   137	    6845	34.8
   138	    6894	35.3
   139	    6944	35.2
   140	    6994	35.2
   141	    7044	35.3
   142	    7094	34.8
   143	    7144	35.2
   144	    7194	35.2
   145	    7244	35.3
   146	    7294	34.8
   147	    7344	35.2
   148	    7394	35.2
   149	    7444	35.2
   150	    7494	34.7
   151	    7544	35.2
   152	    7595	35.0
   153	    7644	35.3
   154	    7694	34.8
   155	    7744	35.3
   156	    7794	35.2
   157	    7844	35.3
   158	    7894	35.3
   159	    7944	35.3
   160	    7994	35.2
   161	    8045	35.3
   162	    8094	35.3
   163	    8144	35.3
   164	    8194	35.2
   165	    8244	35.2
   166	    8294	35.2
   167	    8344	35.2
   168	    8394	35.3
   169	    8444	35.2
   170	    8494	35.0
   171	    8545	35.2
   172	    8594	35.0
   173	    8644	35.2
   174	    8694	35.0
   175	    8744	35.3
   176	    8794	35.3
   177	    8844	35.0
   178	    8894	35.2
   179	    8944	35.3
   180	    8994	35.3
   181	    9044	35.2
   182	    9094	35.3
   183	    9144	35.0
   184	    9194	35.3
   185	    9244	35.3
   186	    9294	35.2
   187	    9344	35.3
   188	    9394	34.8
   189	    9444	35.3
   190	    9494	35.3
   191	    9544	35.3
   192	    9594	35.3
   193	    9644	35.2
   194	    9694	35.0
   195	    9744	35.3
   196	    9794	35.2
   197	    9844	35.2
   198	    9895	35.2
   199	    9944	35.3
   200	    9995	34.7
   201	   10044	35.3
   202	   10094	35.2
   203	   10144	35.3
   204	   10194	35.3
   205	   10245	35.3
   206	   10294	35.3
   207	   10344	35.3
   208	   10394	35.3
   209	   10444	35.2
   210	   10494	35.3
   211	   10545	35.3
   212	   10594	35.3
   213	   10644	35.3
   214	   10694	35.3
   215	   10745	35.2
   216	   10794	35.3
   217	   10844	35.3
   218	   10894	35.3
   219	   10944	35.3
   220	   10994	35.2
   221	   11116	35.3
   222	   11142	35.5
