Cycle	Time	Value
     1	      14	1918.0
     2	      64	1772.0
     3	     114	1799.0
     4	     164	1641.0
     5	     214	1507.0
     6	     264	1627.0
     7	     314	1831.0
     8	     364	1824.0
     9	     414	1446.0
    10	     465	1686.0
    11	     514	1700.0
    12	     564	1715.0
    13	     616	1776.0
    14	     664	1434.0
    15	     714	1895.0
    16	     764	1808.0
    17	     814	1812.0
    18	     864	1514.0
    19	     914	1717.0
    20	     964	1486.0
    21	    1014	1715.0
    22	    1064	1695.0
    23	    1115	1790.0
    24	    1164	1590.0
    25	    1214	1749.0
    26	    1264	1889.0
    27	    1314	1590.0
    28	    1364	1705.0
    29	    1414	1670.0
    30	    1464	1611.0
    31	    1514	1743.0
    32	    1564	1707.0
    33	    1614	1856.0
    34	    1664	1505.0
    35	    1714	1917.0
    36	    1764	1881.0
    37	    1815	1762.0
    38	    1864	1694.0
    39	    1914	1654.0
    40	    1964	1779.0
    41	    2014	1828.0
    42	    2064	1840.0
    43	    2114	1980.0
    44	    2164	1856.0
    45	    2214	1851.0
    46	    2264	1775.0
    47	    2315	2024.0
    48	    2364	1856.0
    49	    2414	1975.0
    50	    2464	1889.0
    51	    2514	1675.0
    52	    2566	1825.0
    53	    2614	2003.0
    54	    2664	1978.0
    55	    2714	1781.0
    56	    2764	1920.0
    57	    2816	1745.0
    58	    2864	1528.0
    59	    2914	1553.0
    60	    2965	691.0
    61	    3014	0.0
    62	    3066	0.0
    63	    3114	0.0
    64	    3164	0.0
    65	    3214	0.0
    66	    3264	0.0
    67	    3314	0.0
    68	    3364	0.0
    69	    3414	0.0
    70	    3464	0.0
    71	    3514	0.0
    72	    3564	0.0
    73	    3614	0.0
    74	    3664	0.0
    75	    3714	0.0
    76	    3764	0.0
    77	    3814	0.0
    78	    3864	0.0
    79	    3914	0.0
    80	    3964	0.0
    81	    4014	0.0
    82	    4064	0.0
    83	    4114	0.0
    84	    4164	0.0
    85	    4214	0.0
    86	    4264	0.0
    87	    4314	0.0
    88	    4364	0.0
    89	    4414	0.0
    90	    4464	0.0
    91	    4516	0.0
    92	    4564	0.0
    93	    4614	0.0
    94	    4664	0.0
    95	    4714	0.0
    96	    4767	0.0
    97	    4815	0.0
    98	    4864	0.0
    99	    4914	0.0
   100	    4964	0.0
   101	    5016	0.0
   102	    5064	0.0
   103	    5114	0.0
   104	    5164	0.0
   105	    5214	0.0
   106	    5264	0.0
   107	    5316	0.0
   108	    5364	0.0
   109	    5413	0.0
   110	    5465	0.0
   111	    5514	0.0
   112	    5564	0.0
   113	    5614	0.0
   114	    5664	0.0
   115	    5714	0.0
   116	    5764	0.0
   117	    5814	0.0
   118	    5863	0.0
   119	    5914	0.0
   120	    5964	0.0
   121	    6014	0.0
   122	    6064	0.0
   123	    6114	0.0
   124	    6164	0.0
   125	    6214	0.0
   126	    6263	0.0
   127	    6314	0.0
   128	    6364	0.0
   129	    6414	0.0
   130	    6464	0.0
   131	    6514	0.0
   132	    6563	0.0
   133	    6614	0.0
   134	    6665	0.0
   135	    6713	0.0
   136	    6764	0.0
   137	    6814	0.0
   138	    6864	0.0
   139	    6913	0.0
   140	    6964	0.0
   141	    7014	0.0
   142	    7064	0.0
   143	    7115	0.0
   144	    7164	0.0
   145	    7213	0.0
   146	    7264	0.0
   147	    7314	0.0
   148	    7364	0.0
   149	    7415	0.0
   150	    7464	0.0
   151	    7514	0.0
   152	    7564	0.0
   153	    7614	0.0
   154	    7664	0.0
   155	    7714	0.0
   156	    7764	0.0
   157	    7814	0.0
   158	    7864	0.0
   159	    7914	0.0
   160	    7964	0.0
   161	    8014	0.0
   162	    8064	0.0
   163	    8114	1.0
   164	    8164	0.0
   165	    8213	0.0
   166	    8263	0.0
   167	    8313	0.0
   168	    8363	0.0
   169	    8413	0.0
   170	    8463	0.0
   171	    8514	0.0
   172	    8563	0.0
   173	    8613	0.0
   174	    8664	0.0
   175	    8713	0.0
   176	    8763	0.0
   177	    8813	0.0
   178	    8863	0.0
   179	    8914	0.0
   180	    8964	0.0
   181	    9013	0.0
   182	    9063	0.0
   183	    9113	0.0
   184	    9163	0.0
   185	    9213	0.0
   186	    9264	0.0
   187	    9313	0.0
   188	    9363	0.0
   189	    9413	0.0
   190	    9463	0.0
   191	    9513	0.0
   192	    9563	0.0
   193	    9613	0.0
   194	    9663	0.0
   195	    9714	0.0
   196	    9763	0.0
   197	    9813	0.0
   198	    9863	0.0
   199	    9913	0.0
   200	    9963	0.0
   201	   10013	0.0
   202	   10063	0.0
   203	   10113	0.0
   204	   10163	0.0
   205	   10213	0.0
   206	   10263	0.0
   207	   10313	0.0
   208	   10364	0.0
   209	   10413	0.0
   210	   10463	0.0
   211	   10513	0.0
   212	   10563	0.0
   213	   10613	0.0
   214	   10663	0.0
   215	   10713	0.0
   216	   10763	0.0
   217	   10814	0.0
   218	   10863	0.0
   219	   10913	0.0
   220	   10963	0.0
   221	   11013	0.0
   222	   11063	0.0
   223	   11114	0.0
   224	   11163	0.0
   225	   11213	0.0
   226	   11263	0.0
   227	   11313	0.0
   228	   11363	0.0
   229	   11413	0.0
   230	   11463	0.0
   231	   11513	0.0
   232	   11564	0.0
   233	   11613	0.0
   234	   11663	0.0
   235	   11713	0.0
   236	   11763	0.0
   237	   11814	0.0
   238	   11864	0.0
   239	   11914	0.0
   240	   11964	0.0
   241	   12014	0.0
   242	   12064	0.0
   243	   12114	0.0
   244	   12164	0.0
   245	   12215	0.0
   246	   12264	0.0
   247	   12314	0.0
   248	   12364	0.0
   249	   12414	0.0
   250	   12464	0.0
   251	   12514	0.0
   252	   12564	0.0
   253	   12614	0.0
   254	   12665	0.0
   255	   12714	0.0
   256	   12764	0.0
   257	   12814	0.0
   258	   12864	0.0
   259	   12914	0.0
   260	   12965	0.0
   261	   13014	0.0
   262	   13064	0.0
   263	   13114	0.0
   264	   13164	0.0
   265	   13214	0.0
   266	   13264	0.0
   267	   13314	0.0
   268	   13364	0.0
   269	   13414	0.0
   270	   13464	0.0
   271	   13514	0.0
   272	   13564	0.0
   273	   13614	0.0
   274	   13664	0.0
   275	   13714	0.0
   276	   13765	0.0
   277	   13814	0.0
   278	   13864	0.0
   279	   13914	0.0
   280	   13964	0.0
   281	   14015	0.0
   282	   14065	0.0
   283	   14114	0.0
   284	   14164	0.0
   285	   14214	0.0
   286	   14266	0.0
   287	   14314	0.0
   288	   14364	0.0
   289	   14414	0.0
   290	   14464	0.0
   291	   14515	0.0
   292	   14564	0.0
   293	   14614	0.0
   294	   14664	0.0
   295	   14714	0.0
   296	   14764	0.0
   297	   14814	0.0
   298	   14864	0.0
   299	   14914	0.0
   300	   14964	0.0
   301	   15014	0.0
   302	   15064	0.0
   303	   15114	0.0
   304	   15164	0.0
   305	   15214	0.0
   306	   15264	0.0
   307	   15314	0.0
   308	   15364	0.0
   309	   15414	0.0
   310	   15465	0.0
   311	   15514	0.0
   312	   15564	0.0
   313	   15615	0.0
   314	   15664	0.0
   315	   15715	0.0
   316	   15764	0.0
   317	   15814	0.0
   318	   15864	0.0
   319	   15915	0.0
   320	   15965	0.0
   321	   16014	0.0
   322	   16064	0.0
   323	   16114	0.0
   324	   16164	0.0
   325	   16214	0.0
   326	   16264	0.0
   327	   16314	0.0
   328	   16364	0.0
   329	   16414	0.0
   330	   16464	0.0
   331	   16515	0.0
   332	   16564	0.0
   333	   16614	0.0
   334	   16665	0.0
   335	   16714	0.0
   336	   16764	0.0
   337	   16814	0.0
   338	   16864	0.0
   339	   16914	0.0
   340	   16964	0.0
   341	   17016	0.0
   342	   17064	0.0
   343	   17114	0.0
   344	   17164	0.0
   345	   17214	0.0
   346	   17264	0.0
   347	   17314	0.0
   348	   17364	0.0
   349	   17414	0.0
   350	   17465	0.0
   351	   17514	0.0
   352	   17564	0.0
   353	   17614	0.0
   354	   17664	0.0
   355	   17714	0.0
   356	   17764	0.0
   357	   17814	0.0
   358	   17864	0.0
   359	   17915	0.0
