Cycle	Time	Value
     1	      13	46.0
     2	      65	57.0
     3	     113	24.0
     4	     163	37.0
     5	     213	53.0
     6	     263	24.0
     7	     313	24.0
     8	     363	44.0
     9	     413	35.0
    10	     463	39.0
    11	     515	33.0
    12	     563	50.0
    13	     613	49.0
    14	     663	42.0
    15	     713	57.0
    16	     763	24.0
    17	     813	40.0
    18	     863	33.0
    19	     913	24.0
    20	     963	17.0
    21	    1013	44.0
    22	    1063	21.0
    23	    1113	30.0
    24	    1163	19.0
    25	    1214	21.0
    26	    1263	28.0
    27	    1313	44.0
    28	    1364	48.0
    29	    1413	35.0
    30	    1463	35.0
    31	    1514	16.0
    32	    1563	46.0
    33	    1614	42.0
    34	    1663	23.0
    35	    1713	30.0
    36	    1763	25.0
    37	    1813	44.0
    38	    1863	44.0
    39	    1913	39.0
    40	    1965	46.0
    41	    2013	18.0
    42	    2063	51.0
    43	    2114	27.0
    44	    2163	32.0
    45	    2213	18.0
    46	    2264	34.0
    47	    2313	15.0
    48	    2364	45.0
    49	    2414	20.0
    50	    2464	37.0
    51	    2513	34.0
    52	    2564	28.0
    53	    2613	8.0
    54	    2663	21.0
    55	    2713	35.0
    56	    2763	32.0
    57	    2813	44.0
    58	    2863	25.0
    59	    2913	17.0
    60	    2963	33.0
    61	    3013	21.0
    62	    3063	30.0
    63	    3113	46.0
    64	    3163	17.0
    65	    3213	47.0
    66	    3263	18.0
    67	    3313	23.0
    68	    3364	11.0
    69	    3414	29.0
    70	    3463	44.0
    71	    3513	22.0
    72	    3563	20.0
    73	    3614	32.0
    74	    3664	23.0
    75	    3713	47.0
    76	    3763	26.0
    77	    3813	25.0
    78	    3864	22.0
    79	    3913	33.0
    80	    3963	28.0
    81	    4013	7.0
    82	    4063	20.0
    83	    4113	45.0
    84	    4163	33.0
    85	    4213	47.0
    86	    4264	25.0
    87	    4313	11.0
    88	    4364	49.0
    89	    4413	35.0
    90	    4463	39.0
    91	    4513	29.0
    92	    4563	45.0
    93	    4613	31.0
    94	    4663	32.0
    95	    4713	42.0
    96	    4763	29.0
    97	    4813	36.0
    98	    4864	21.0
    99	    4913	32.0
   100	    4963	35.0
   101	    5013	45.0
   102	    5063	21.0
   103	    5114	27.0
   104	    5163	44.0
   105	    5213	19.0
   106	    5263	48.0
   107	    5313	30.0
   108	    5363	49.0
   109	    5414	31.0
   110	    5463	44.0
   111	    5513	21.0
   112	    5568	45.0
   113	    5613	33.0
   114	    5663	32.0
   115	    5713	32.0
   116	    5763	38.0
   117	    5813	42.0
   118	    5863	18.0
   119	    5913	14.0
   120	    5963	28.0
   121	    6013	37.0
   122	    6063	37.0
   123	    6113	46.0
   124	    6163	13.0
   125	    6213	37.0
   126	    6263	37.0
   127	    6313	38.0
   128	    6363	28.0
   129	    6413	42.0
   130	    6463	44.0
   131	    6520	13.0
   132	    6567	27.0
   133	    6613	32.0
   134	    6663	36.0
   135	    6713	40.0
   136	    6763	30.0
   137	    6813	46.0
   138	    6863	25.0
   139	    6913	22.0
