Number	Time	Temperature
     1	      12	94.8
     2	      62	94.8
     3	     112	94.8
     4	     162	94.8
     5	     212	95.0
     6	     262	95.2
     7	     312	95.0
     8	     362	95.2
     9	     412	95.2
    10	     463	95.2
    11	     512	95.2
    12	     564	95.2
    13	     612	95.0
    14	     662	95.0
    15	     713	94.8
    16	     762	95.0
    17	     812	95.0
    18	     863	95.0
    19	     912	94.8
    20	     962	95.0
    21	    1012	95.0
    22	    1062	95.0
    23	    1112	95.0
    24	    1162	94.7
    25	    1212	94.8
    26	    1262	94.7
    27	    1312	94.7
    28	    1362	94.5
    29	    1412	94.8
    30	    1462	94.8
    31	    1512	95.0
    32	    1562	94.8
    33	    1612	95.0
    34	    1662	95.0
    35	    1712	94.7
    36	    1763	95.0
    37	    1813	95.0
    38	    1863	94.8
    39	    1913	95.2
    40	    1963	95.2
    41	    2013	95.2
    42	    2063	95.2
    43	    2113	95.2
    44	    2163	95.3
    45	    2214	95.2
    46	    2263	95.3
    47	    2314	95.2
    48	    2363	95.2
    49	    2413	95.2
    50	    2463	95.0
    51	    2513	95.0
    52	    2563	94.8
    53	    2613	94.8
    54	    2663	94.8
    55	    2714	94.8
    56	    2763	94.8
    57	    2813	94.7
    58	    2863	94.7
    59	    2913	94.7
    60	    2963	94.7
    61	    3013	94.5
    62	    3063	94.8
    63	    3113	94.8
    64	    3163	95.2
    65	    3213	95.2
    66	    3263	95.2
    67	    3313	95.2
    68	    3363	95.0
    69	    3413	95.0
    70	    3463	94.8
    71	    3513	94.8
    72	    3563	95.0
    73	    3613	94.5
    74	    3663	95.0
    75	    3713	94.8
    76	    3763	94.8
    77	    3813	94.7
    78	    3863	94.5
    79	    3913	94.5
    80	    3963	94.4
    81	    4013	94.4
    82	    4063	94.2
    83	    4114	94.2
    84	    4163	94.1
    85	    4213	94.2
    86	    4263	94.2
    87	    4313	94.4
    88	    4364	94.4
    89	    4413	94.5
    90	    4463	94.5
    91	    4513	94.1
    92	    4564	94.7
    93	    4613	94.2
    94	    4663	94.8
    95	    4713	94.8
    96	    4763	94.8
    97	    4813	95.0
    98	    4863	95.2
    99	    4913	95.2
   100	    4963	95.0
   101	    5013	95.0
   102	    5063	95.2
   103	    5113	95.0
   104	    5163	95.0
   105	    5213	95.0
   106	    5263	95.0
   107	    5313	94.4
   108	    5365	94.8
   109	    5413	94.8
   110	    5463	94.7
   111	    5513	94.7
   112	    5564	94.5
   113	    5613	94.5
   114	    5663	94.5
   115	    5713	94.5
   116	    5763	94.5
   117	    5814	94.5
   118	    5863	94.5
   119	    5913	94.5
   120	    5963	94.7
   121	    6013	94.7
   122	    6063	94.7
   123	    6113	94.7
   124	    6163	94.7
   125	    6213	94.8
   126	    6263	94.7
   127	    6313	94.5
   128	    6363	94.5
   129	    6413	94.7
   130	    6463	94.8
   131	    6513	94.8
   132	    6565	94.7
   133	    6613	94.7
   134	    6663	94.7
   135	    6713	94.5
   136	    6763	94.7
   137	    6813	94.4
   138	    6863	94.5
   139	    6913	94.7
   140	    6963	94.5
   141	    7013	94.8
   142	    7065	94.7
   143	    7113	94.7
   144	    7163	94.7
   145	    7213	94.7
   146	    7263	94.1
   147	    7313	94.2
   148	    7365	94.0
   149	    7413	93.7
   150	    7463	92.7
   151	    7513	92.4
   152	    7563	91.8
   153	    7613	91.2
   154	    7663	90.7
   155	    7713	90.4
   156	    7763	89.6
   157	    7813	89.3
   158	    7863	88.9
   159	    7913	88.4
   160	    7963	87.9
   161	    8015	87.6
   162	    8063	86.4
   163	    8112	85.8
   164	    8163	85.4
   165	    8212	84.9
   166	    8264	84.3
   167	    8312	83.9
   168	    8363	83.6
   169	    8412	83.0
   170	    8463	82.3
   171	    8514	81.9
   172	    8563	81.3
   173	    8613	80.9
   174	    8663	80.6
   175	    8713	79.8
   176	    8763	79.3
   177	    8813	78.9
   178	    8863	78.5
   179	    8913	78.1
   180	    8963	77.8
   181	    9013	77.4
   182	    9063	77.1
   183	    9113	76.7
   184	    9163	76.2
   185	    9213	75.9
   186	    9263	75.6
   187	    9312	74.8
   188	    9363	74.4
   189	    9412	74.1
   190	    9463	73.8
   191	    9514	73.6
   192	    9562	73.0
   193	    9613	72.8
   194	    9663	72.6
   195	    9714	72.2
   196	    9762	71.9
   197	    9813	71.5
   198	    9862	71.0
   199	    9913	70.9
   200	    9965	70.3
   201	   10012	70.1
