Number	Time	Temperature
     1	       8	37.2
     2	      58	37.0
     3	     108	37.4
     4	     158	36.5
     5	     208	36.5
     6	     258	36.1
     7	     308	36.0
     8	     358	36.6
     9	     408	37.0
    10	     458	37.5
    11	     508	38.3
    12	     558	38.9
    13	     608	39.8
    14	     658	40.7
    15	     709	42.3
    16	     758	43.2
    17	     808	44.8
    18	     858	45.7
    19	     908	47.2
    20	     958	48.1
    21	    1008	49.3
    22	    1058	49.9
    23	    1108	51.7
    24	    1158	52.7
    25	    1208	53.3
    26	    1259	54.4
    27	    1308	56.8
    28	    1358	58.2
    29	    1408	59.6
    30	    1458	60.4
    31	    1508	61.6
    32	    1558	62.8
    33	    1608	64.1
    34	    1658	64.8
    35	    1708	65.9
    36	    1758	67.2
    37	    1808	68.4
    38	    1858	69.5
    39	    1908	71.1
    40	    1958	72.8
    41	    2008	74.0
    42	    2058	75.1
    43	    2108	76.1
    44	    2158	77.2
    45	    2208	78.3
    46	    2258	78.8
    47	    2308	80.0
    48	    2358	81.0
    49	    2408	82.0
    50	    2458	83.0
    51	    2508	83.7
    52	    2559	85.5
    53	    2608	86.6
    54	    2658	87.7
    55	    2708	88.6
    56	    2758	89.5
    57	    2808	90.4
    58	    2858	91.5
    59	    2909	92.2
    60	    2958	93.1
    61	    3008	94.1
    62	    3058	94.4
    63	    3109	95.5
    64	    3158	98.8
    65	    3208	98.3
    66	    3258	98.8
    67	    3308	100.6
    68	    3358	99.5
    69	    3408	101.1
    70	    3458	100.4
    71	    3508	101.1
    72	    3558	100.1
    73	    3608	101.5
    74	    3658	102.0
    75	    3709	101.3
    76	    3758	101.8
    77	    3808	100.2
    78	    3858	100.1
