Cycle	Time	Value
     1	       2	25.0
     2	      48	44.0
     3	      98	25.0
     4	     148	35.0
     5	     198	45.0
     6	     248	62.0
     7	     298	36.0
     8	     348	52.0
     9	     398	34.0
    10	     448	24.0
    11	     498	22.0
    12	     548	47.0
    13	     598	39.0
    14	     648	28.0
    15	     698	27.0
    16	     748	35.0
    17	     798	23.0
    18	     848	51.0
    19	     898	32.0
    20	     948	16.0
    21	     998	24.0
    22	    1048	56.0
    23	    1098	56.0
    24	    1148	18.0
    25	    1198	53.0
    26	    1248	35.0
    27	    1298	31.0
    28	    1348	21.0
    29	    1398	57.0
    30	    1448	32.0
    31	    1498	33.0
    32	    1548	9.0
    33	    1598	37.0
    34	    1648	44.0
    35	    1698	32.0
    36	    1748	58.0
    37	    1798	54.0
    38	    1848	21.0
    39	    1898	54.0
    40	    1948	56.0
    41	    2000	21.0
    42	    2048	42.0
    43	    2098	58.0
    44	    2150	8.0
    45	    2198	79.0
    46	    2248	39.0
    47	    2298	45.0
    48	    2348	42.0
    49	    2398	29.0
    50	    2448	34.0
    51	    2498	34.0
    52	    2548	28.0
    53	    2598	27.0
    54	    2648	18.0
    55	    2700	39.0
    56	    2748	56.0
    57	    2798	67.0
    58	    2848	28.0
    59	    2898	35.0
    60	    2948	27.0
    61	    2998	44.0
    62	    3048	50.0
    63	    3098	35.0
    64	    3148	32.0
    65	    3198	26.0
    66	    3250	43.0
    67	    3298	27.0
    68	    3348	38.0
    69	    3398	31.0
    70	    3448	46.0
    71	    3498	51.0
    72	    3548	29.0
    73	    3598	40.0
    74	    3648	47.0
    75	    3698	22.0
    76	    3748	47.0
    77	    3800	57.0
    78	    3848	17.0
    79	    3898	58.0
    80	    3948	44.0
    81	    3998	37.0
    82	    4048	56.0
    83	    4098	49.0
    84	    4147	26.0
    85	    4198	35.0
    86	    4247	36.0
    87	    4298	30.0
    88	    4349	32.0
    89	    4397	37.0
    90	    4447	45.0
    91	    4498	48.0
    92	    4547	38.0
    93	    4597	28.0
    94	    4647	36.0
    95	    4697	44.0
    96	    4747	36.0
    97	    4797	29.0
    98	    4848	46.0
    99	    4897	49.0
   100	    4950	55.0
   101	    4998	55.0
   102	    5047	51.0
   103	    5097	57.0
   104	    5147	48.0
   105	    5199	30.0
   106	    5247	31.0
   107	    5297	50.0
   108	    5347	27.0
   109	    5397	52.0
   110	    5449	44.0
   111	    5497	35.0
   112	    5547	40.0
   113	    5598	39.0
   114	    5647	18.0
   115	    5697	47.0
   116	    5749	34.0
   117	    5797	61.0
   118	    5847	22.0
   119	    5899	42.0
   120	    5947	41.0
   121	    5999	27.0
   122	    6047	34.0
   123	    6097	41.0
   124	    6147	59.0
   125	    6197	33.0
   126	    6247	28.0
   127	    6297	25.0
   128	    6349	49.0
   129	    6397	21.0
   130	    6449	34.0
   131	    6499	58.0
   132	    6549	24.0
   133	    6599	44.0
   134	    6649	55.0
   135	    6700	23.0
   136	    6749	24.0
   137	    6799	28.0
   138	    6849	29.0
   139	    6899	59.0
