Cycle	Time	Value
     1	       7	27.0
     2	      57	49.0
     3	     112	41.0
     4	     157	65.0
     5	     207	30.0
     6	     257	42.0
     7	     307	59.0
     8	     357	24.0
     9	     407	41.0
    10	     457	52.0
    11	     507	21.0
    12	     557	22.0
    13	     607	57.0
    14	     657	49.0
    15	     707	60.0
    16	     757	32.0
    17	     807	45.0
    18	     857	34.0
    19	     907	52.0
    20	     957	63.0
    21	    1007	14.0
    22	    1057	60.0
    23	    1107	31.0
    24	    1157	29.0
    25	    1207	59.0
    26	    1257	38.0
    27	    1307	28.0
    28	    1357	54.0
    29	    1408	43.0
    30	    1457	33.0
    31	    1507	28.0
    32	    1557	35.0
    33	    1607	26.0
    34	    1657	26.0
    35	    1707	40.0
    36	    1757	50.0
    37	    1807	60.0
    38	    1857	35.0
    39	    1907	50.0
    40	    1957	33.0
    41	    2007	33.0
    42	    2057	54.0
    43	    2107	21.0
    44	    2157	66.0
    45	    2207	44.0
    46	    2257	39.0
    47	    2307	35.0
    48	    2357	36.0
    49	    2407	45.0
    50	    2457	59.0
    51	    2507	31.0
    52	    2557	42.0
    53	    2607	40.0
    54	    2657	20.0
    55	    2707	49.0
    56	    2757	52.0
    57	    2807	41.0
    58	    2857	58.0
    59	    2907	37.0
    60	    2957	52.0
    61	    3007	37.0
    62	    3057	35.0
    63	    3107	18.0
    64	    3157	18.0
    65	    3207	39.0
    66	    3257	42.0
    67	    3307	28.0
    68	    3357	28.0
    69	    3407	63.0
    70	    3457	26.0
    71	    3507	41.0
    72	    3557	23.0
    73	    3607	58.0
    74	    3657	50.0
    75	    3707	26.0
    76	    3757	58.0
    77	    3809	39.0
    78	    3857	27.0
    79	    3907	38.0
    80	    3957	33.0
    81	    4009	58.0
    82	    4057	28.0
    83	    4109	50.0
    84	    4157	27.0
    85	    4207	27.0
    86	    4257	58.0
    87	    4307	45.0
    88	    4359	25.0
    89	    4407	36.0
    90	    4458	43.0
    91	    4507	21.0
    92	    4557	59.0
    93	    4607	24.0
    94	    4657	41.0
    95	    4707	24.0
    96	    4757	45.0
    97	    4807	15.0
    98	    4857	35.0
    99	    4907	47.0
   100	    4957	38.0
   101	    5007	44.0
   102	    5057	56.0
   103	    5107	42.0
   104	    5157	33.0
   105	    5207	52.0
   106	    5257	45.0
   107	    5307	41.0
   108	    5357	54.0
   109	    5407	50.0
   110	    5457	43.0
   111	    5506	55.0
   112	    5557	31.0
   113	    5607	19.0
   114	    5657	54.0
   115	    5707	55.0
   116	    5756	31.0
   117	    5806	60.0
   118	    5856	36.0
   119	    5907	54.0
   120	    5958	19.0
   121	    6009	62.0
   122	    6056	42.0
   123	    6106	28.0
   124	    6156	38.0
   125	    6206	24.0
   126	    6256	28.0
   127	    6306	56.0
   128	    6356	35.0
   129	    6406	67.0
   130	    6456	61.0
   131	    6508	42.0
   132	    6558	53.0
   133	    6606	30.0
   134	    6656	43.0
   135	    6706	36.0
   136	    6757	37.0
   137	    6808	37.0
   138	    6856	48.0
   139	    6909	36.0
