Cycle	Time	Value
     1	      27	10.0
     2	      77	11.0
     3	     127	5.0
     4	     178	3.0
     5	     227	7.0
     6	     277	2.0
     7	     327	1.0
     8	     377	7.0
     9	     429	0.0
    10	     477	1.0
    11	     527	4.0
    12	     577	8.0
    13	     627	8.0
    14	     679	3.0
    15	     727	1.0
    16	     777	0.0
    17	     827	0.0
    18	     877	9.0
    19	     927	0.0
    20	     977	9.0
    21	    1027	3.0
    22	    1077	1.0
    23	    1127	6.0
    24	    1177	2.0
    25	    1227	4.0
    26	    1277	1.0
    27	    1327	11.0
    28	    1377	0.0
    29	    1429	1.0
    30	    1477	4.0
    31	    1527	11.0
    32	    1577	5.0
    33	    1628	6.0
    34	    1677	4.0
    35	    1727	8.0
    36	    1777	4.0
    37	    1827	1.0
    38	    1877	0.0
    39	    1927	2.0
    40	    1977	8.0
    41	    2027	5.0
    42	    2077	8.0
    43	    2127	2.0
    44	    2179	0.0
    45	    2227	11.0
    46	    2277	14.0
    47	    2327	4.0
    48	    2377	6.0
    49	    2427	9.0
    50	    2477	1.0
    51	    2527	6.0
    52	    2577	11.0
    53	    2627	0.0
    54	    2677	0.0
    55	    2727	0.0
    56	    2777	9.0
    57	    2827	3.0
    58	    2879	8.0
    59	    2927	3.0
    60	    2977	3.0
    61	    3027	0.0
    62	    3077	3.0
    63	    3127	9.0
    64	    3177	5.0
    65	    3227	8.0
    66	    3279	8.0
    67	    3326	10.0
    68	    3376	2.0
    69	    3427	4.0
    70	    3476	7.0
    71	    3527	2.0
    72	    3577	1.0
    73	    3626	2.0
    74	    3676	8.0
    75	    3726	7.0
    76	    3776	6.0
    77	    3828	3.0
    78	    3876	2.0
    79	    3926	1.0
    80	    3976	1.0
    81	    4027	11.0
    82	    4076	6.0
    83	    4126	8.0
    84	    4177	5.0
    85	    4226	7.0
    86	    4276	3.0
    87	    4326	4.0
    88	    4376	19.0
    89	    4426	3.0
    90	    4476	5.0
    91	    4526	6.0
    92	    4576	2.0
    93	    4626	14.0
    94	    4676	4.0
    95	    4726	1.0
    96	    4777	1.0
    97	    4826	11.0
    98	    4876	0.0
    99	    4928	6.0
   100	    4976	2.0
   101	    5026	3.0
   102	    5076	9.0
   103	    5126	7.0
   104	    5176	9.0
   105	    5226	3.0
   106	    5277	2.0
   107	    5326	0.0
   108	    5376	12.0
   109	    5426	7.0
   110	    5479	7.0
   111	    5528	4.0
   112	    5578	8.0
   113	    5628	9.0
   114	    5678	0.0
   115	    5728	11.0
   116	    5778	14.0
   117	    5826	5.0
   118	    5878	4.0
   119	    5928	8.0
   120	    5979	14.0
   121	    6028	11.0
   122	    6078	14.0
   123	    6126	2.0
   124	    6176	10.0
   125	    6226	10.0
   126	    6278	9.0
   127	    6328	19.0
   128	    6378	4.0
   129	    6428	13.0
   130	    6478	6.0
   131	    6528	10.0
   132	    6579	11.0
   133	    6628	9.0
   134	    6678	3.0
   135	    6728	7.0
   136	    6778	6.0
   137	    6828	11.0
   138	    6878	1.0
   139	    6928	13.0
