Number	Time	Temperature
     1	       6	0.0
     2	      56	0.0
     3	     105	0.0
     4	     155	0.0
     5	     205	0.0
     6	     255	0.0
     7	     305	0.0
     8	     355	0.0
     9	     405	0.0
    10	     455	0.0
    11	     505	0.0
    12	     555	0.0
    13	     605	0.0
    14	     657	0.0
    15	     705	0.0
    16	     756	0.0
    17	     805	0.0
    18	     855	0.0
    19	     905	0.0
    20	     955	0.0
    21	    1005	0.0
    22	    1055	0.0
    23	    1106	0.0
    24	    1155	0.0
    25	    1205	0.0
    26	    1255	0.0
    27	    1305	0.0
    28	    1355	0.0
    29	    1405	0.0
    30	    1455	0.0
    31	    1505	0.0
    32	    1555	0.0
    33	    1605	0.0
    34	    1655	0.0
    35	    1705	0.0
    36	    1755	0.0
    37	    1805	0.0
    38	    1855	0.0
    39	    1906	0.0
    40	    1955	0.0
    41	    2005	0.0
    42	    2055	0.0
    43	    2105	0.0
    44	    2155	0.0
    45	    2205	0.0
    46	    2255	0.0
    47	    2305	0.0
    48	    2355	0.0
    49	    2405	0.0
    50	    2455	0.0
    51	    2505	0.0
    52	    2555	0.0
    53	    2605	0.0
    54	    2655	0.0
    55	    2705	0.0
    56	    2755	0.0
    57	    2805	0.0
    58	    2855	0.0
    59	    2905	0.0
    60	    2955	0.0
    61	    3005	0.0
    62	    3056	0.0
    63	    3105	0.0
    64	    3155	0.0
    65	    3205	0.0
    66	    3255	0.0
    67	    3305	0.0
    68	    3355	0.0
    69	    3405	0.0
    70	    3455	0.0
    71	    3505	0.0
    72	    3555	0.0
    73	    3605	0.0
    74	    3655	0.0
    75	    3705	0.0
    76	    3755	0.0
    77	    3806	0.0
    78	    3855	0.0
    79	    3905	0.0
    80	    3955	0.0
    81	    4005	0.0
    82	    4057	0.0
    83	    4105	0.0
    84	    4155	0.0
    85	    4205	0.0
    86	    4255	0.0
    87	    4305	0.0
    88	    4355	0.0
    89	    4405	0.0
    90	    4455	0.0
    91	    4505	0.0
    92	    4560	0.0
    93	    4655	0.0
    94	    4705	0.0
    95	    4755	0.0
    96	    4805	0.0
    97	    4855	0.0
    98	    4905	0.0
    99	    4956	0.0
   100	    5005	0.0
   101	    5058	0.0
   102	    5105	0.0
   103	    5155	0.0
   104	    5205	0.0
   105	    5255	0.0
   106	    5305	0.0
   107	    5355	0.0
   108	    5405	0.0
   109	    5455	0.0
   110	    5505	0.0
   111	    5555	0.0
   112	    5605	0.0
   113	    5655	0.0
   114	    5705	0.0
   115	    5755	0.0
   116	    5805	0.0
   117	    5855	0.0
   118	    5905	0.0
   119	    5955	0.0
   120	    6005	0.0
   121	    6055	0.0
   122	    6105	0.0
   123	    6155	0.0
   124	    6205	0.0
   125	    6255	0.0
   126	    6305	0.0
   127	    6355	0.0
   128	    6405	0.0
   129	    6455	0.0
   130	    6505	0.0
   131	    6555	0.0
   132	    6605	0.0
   133	    6655	0.0
   134	    6705	0.0
   135	    6755	0.0
   136	    6805	0.0
   137	    6856	0.0
   138	    6905	0.0
