Number	Time	Temperature
     1	      13	34.7
     2	      62	34.7
     3	     112	34.7
     4	     162	34.4
     5	     213	34.3
     6	     262	34.4
     7	     312	34.6
     8	     363	34.3
     9	     412	34.4
    10	     462	34.3
    11	     512	34.4
    12	     562	34.6
    13	     613	34.3
    14	     663	34.4
    15	     712	34.4
    16	     762	34.4
    17	     812	34.4
    18	     862	34.4
    19	     912	34.4
    20	     962	34.4
    21	    1014	34.4
    22	    1064	34.4
    23	    1112	34.6
    24	    1162	34.4
    25	    1212	34.4
    26	    1262	34.1
    27	    1312	34.4
    28	    1363	34.4
    29	    1412	34.4
    30	    1462	34.4
    31	    1512	34.4
    32	    1562	34.4
    33	    1612	34.4
    34	    1662	34.4
    35	    1712	34.4
    36	    1762	34.4
    37	    1812	34.4
    38	    1863	34.4
    39	    1912	34.1
    40	    1962	34.4
    41	    2012	34.4
    42	    2062	34.4
    43	    2112	34.4
    44	    2162	34.4
    45	    2212	34.4
    46	    2262	34.4
    47	    2313	34.6
    48	    2362	34.4
    49	    2412	34.6
    50	    2462	34.4
    51	    2513	34.4
    52	    2563	34.6
    53	    2612	34.4
    54	    2662	34.4
    55	    2712	34.3
    56	    2762	34.4
    57	    2813	34.4
    58	    2862	34.4
    59	    2912	34.4
    60	    2962	34.4
    61	    3012	34.4
    62	    3062	34.4
    63	    3114	34.4
    64	    3162	34.4
    65	    3212	34.3
    66	    3263	34.4
    67	    3313	34.4
    68	    3363	34.4
    69	    3413	34.4
    70	    3463	34.3
    71	    3513	34.3
    72	    3563	34.1
    73	    3613	34.4
    74	    3663	34.4
    75	    3714	34.3
    76	    3763	34.4
    77	    3813	34.4
    78	    3863	34.4
    79	    3913	33.6
    80	    3963	34.4
    81	    4013	34.4
    82	    4063	34.3
    83	    4113	34.4
    84	    4163	34.4
    85	    4213	34.4
    86	    4264	34.4
    87	    4313	34.4
    88	    4364	34.3
    89	    4413	33.9
    90	    4463	34.4
    91	    4513	34.1
    92	    4563	34.4
    93	    4613	34.4
    94	    4663	34.4
    95	    4713	34.4
    96	    4763	34.4
    97	    4813	34.4
    98	    4863	34.4
    99	    4913	33.9
   100	    4963	34.3
   101	    5013	34.4
   102	    5063	34.4
   103	    5113	33.7
   104	    5163	34.4
   105	    5213	34.4
   106	    5263	34.4
   107	    5313	34.4
   108	    5363	34.4
   109	    5413	34.4
   110	    5463	34.4
   111	    5513	34.4
   112	    5563	34.4
   113	    5613	34.4
   114	    5663	34.4
   115	    5713	34.4
   116	    5763	34.4
   117	    5813	34.4
   118	    5863	34.4
   119	    5913	34.4
   120	    5963	34.4
   121	    6013	34.4
   122	    6063	34.4
   123	    6113	34.3
   124	    6163	34.4
   125	    6214	33.7
   126	    6263	34.4
   127	    6313	34.4
   128	    6363	34.4
   129	    6413	34.4
   130	    6464	34.4
   131	    6513	33.9
   132	    6563	34.4
   133	    6613	33.9
   134	    6663	34.4
   135	    6715	34.4
   136	    6763	34.4
   137	    6813	34.4
   138	    6863	34.4
   139	    6913	34.4
   140	    6965	34.4
   141	    7013	34.4
   142	    7063	34.3
   143	    7113	34.4
   144	    7163	34.4
   145	    7213	34.3
   146	    7263	34.3
   147	    7313	34.4
   148	    7363	34.4
   149	    7413	34.4
   150	    7464	34.4
   151	    7515	34.4
   152	    7563	34.3
   153	    7613	34.3
   154	    7663	34.4
   155	    7715	34.4
   156	    7763	34.4
   157	    7813	34.4
   158	    7863	34.4
   159	    7914	34.1
   160	    7963	34.4
   161	    8013	34.3
   162	    8063	34.4
   163	    8113	34.4
   164	    8164	34.4
   165	    8213	34.4
   166	    8263	34.4
   167	    8313	34.3
   168	    8363	34.4
   169	    8413	34.4
   170	    8463	34.4
   171	    8513	34.4
   172	    8563	34.3
   173	    8613	34.4
   174	    8664	34.4
   175	    8713	34.3
   176	    8763	34.4
   177	    8813	34.3
   178	    8863	34.4
   179	    8914	34.1
   180	    8963	34.3
   181	    9013	34.4
   182	    9063	34.3
   183	    9113	34.3
   184	    9165	33.6
   185	    9212	34.1
   186	    9263	34.4
   187	    9315	34.4
   188	    9363	34.1
   189	    9413	34.1
   190	    9463	34.1
   191	    9513	34.4
   192	    9563	34.4
   193	    9613	34.4
   194	    9663	34.3
   195	    9713	34.3
   196	    9763	34.3
   197	    9813	34.1
   198	    9863	34.4
   199	    9913	34.3
   200	    9963	34.3
   201	   10019	34.4
   202	   10063	34.4
   203	   10113	34.3
   204	   10163	34.4
   205	   10213	34.4
   206	   10263	34.1
   207	   10312	33.9
   208	   10362	34.3
   209	   10413	34.3
   210	   10463	34.4
   211	   10513	34.4
   212	   10562	33.6
   213	   10612	34.3
   214	   10663	34.3
   215	   10713	34.4
   216	   10762	34.4
   217	   10813	34.3
   218	   10865	34.4
   219	   10912	34.3
   220	   10965	34.3
   221	   11013	33.9
   222	   11062	34.3
   223	   11113	34.4
   224	   11162	34.3
   225	   11212	34.3
   226	   11262	34.3
   227	   11312	34.4
   228	   11456	34.4
   229	   11462	33.7
   230	   11508	34.3
   231	   11557	34.3
   232	   11603	34.4
   233	   11649	34.4
   234	   11695	34.4
   235	   11740	33.9
   236	   11788	34.4
   237	   11832	34.3
   238	   11881	34.4
   239	   11927	34.3
   240	   11973	34.3
   241	   12018	34.4
   242	   12065	34.3
   243	   12112	34.3
   244	   12162	34.3
   245	   12212	33.9
   246	   12262	34.3
   247	   12313	34.3
   248	   12362	34.4
   249	   12412	34.3
   250	   12462	34.4
   251	   12512	34.3
   252	   12562	34.3
   253	   12614	34.3
   254	   12664	34.4
   255	   12712	34.3
   256	   12764	34.3
   257	   12814	34.3
   258	   12863	34.3
   259	   12912	34.3
   260	   12964	34.3
   261	   13014	34.3
   262	   13064	34.3
   263	   13112	34.3
   264	   13164	34.3
   265	   13214	34.4
   266	   13265	34.3
   267	   13314	34.3
   268	   13362	34.3
   269	   13412	34.1
   270	   13464	33.7
   271	   13515	34.1
   272	   13565	34.3
   273	   13614	34.1
   274	   13665	33.7
   275	   13714	34.4
   276	   13765	34.3
   277	   13812	34.3
   278	   13862	34.3
   279	   13912	33.9
   280	   13962	34.4
   281	   14012	34.3
   282	   14062	34.4
   283	   14112	34.3
   284	   14162	34.3
   285	   14212	34.3
   286	   14263	34.3
   287	   14312	34.3
   288	   14362	34.3
   289	   14412	34.1
   290	   14463	34.3
   291	   14513	34.3
   292	   14562	34.3
   293	   14612	34.3
   294	   14662	34.4
   295	   14713	34.3
   296	   14763	34.3
   297	   14812	34.3
   298	   14862	34.3
   299	   14912	34.3
   300	   14962	34.3
   301	   15012	34.3
   302	   15062	34.3
   303	   15112	34.3
   304	   15162	34.3
   305	   15212	33.7
   306	   15262	34.3
   307	   15312	34.1
   308	   15362	34.3
   309	   15412	34.1
   310	   15463	34.3
   311	   15512	34.3
   312	   15563	34.3
   313	   15612	34.3
   314	   15662	34.1
   315	   15712	34.4
   316	   15762	34.3
   317	   15812	34.3
   318	   15862	34.3
   319	   15912	34.4
   320	   15963	34.3
   321	   16012	34.1
   322	   16117	34.3
   323	   16138	34.4
