Cycle	Time	Value
     1	      44	0.0
     2	      94	0.0
     3	     144	0.0
     4	     195	0.0
     5	     244	0.0
     6	     294	0.0
     7	     344	0.0
     8	     394	0.0
     9	     444	0.0
    10	     494	0.0
    11	     544	0.0
    12	     594	0.0
    13	     644	0.0
    14	     694	0.0
    15	     745	0.0
    16	     794	0.0
    17	     844	0.0
    18	     894	0.0
    19	     944	0.0
    20	     995	0.0
    21	    1044	0.0
    22	    1094	0.0
    23	    1144	0.0
    24	    1194	0.0
    25	    1244	0.0
    26	    1295	0.0
    27	    1344	0.0
    28	    1395	0.0
    29	    1444	0.0
    30	    1494	0.0
    31	    1544	0.0
    32	    1594	0.0
    33	    1644	0.0
    34	    1694	0.0
    35	    1744	0.0
    36	    1794	0.0
    37	    1844	0.0
    38	    1894	0.0
    39	    1944	0.0
    40	    1994	0.0
    41	    2045	0.0
    42	    2094	0.0
    43	    2144	0.0
    44	    2195	0.0
    45	    2244	0.0
    46	    2294	0.0
    47	    2344	0.0
    48	    2394	0.0
    49	    2444	0.0
    50	    2495	0.0
    51	    2544	0.0
    52	    2594	0.0
    53	    2644	0.0
    54	    2695	0.0
    55	    2744	0.0
    56	    2794	0.0
    57	    2844	0.0
    58	    2894	0.0
    59	    2945	0.0
    60	    2994	0.0
    61	    3044	0.0
    62	    3094	0.0
    63	    3145	0.0
    64	    3195	0.0
    65	    3245	0.0
    66	    3294	0.0
    67	    3344	0.0
    68	    3394	0.0
    69	    3444	0.0
    70	    3494	0.0
    71	    3544	0.0
    72	    3594	0.0
    73	    3644	0.0
    74	    3694	0.0
    75	    3744	0.0
    76	    3794	0.0
    77	    3844	0.0
    78	    3895	0.0
    79	    3944	0.0
    80	    3994	0.0
    81	    4044	0.0
    82	    4094	0.0
    83	    4145	0.0
    84	    4194	0.0
    85	    4244	0.0
    86	    4294	0.0
    87	    4345	0.0
    88	    4394	0.0
    89	    4444	0.0
    90	    4494	0.0
    91	    4544	0.0
    92	    4594	0.0
    93	    4644	0.0
    94	    4694	0.0
    95	    4744	0.0
    96	    4794	0.0
    97	    4844	0.0
    98	    4895	0.0
    99	    4944	0.0
   100	    4995	0.0
   101	    5044	0.0
   102	    5094	0.0
   103	    5145	0.0
   104	    5194	0.0
   105	    5244	0.0
   106	    5294	0.0
   107	    5344	0.0
   108	    5394	0.0
   109	    5444	0.0
   110	    5494	0.0
   111	    5544	0.0
   112	    5594	0.0
   113	    5644	0.0
   114	    5694	0.0
   115	    5744	0.0
   116	    5794	0.0
   117	    5844	0.0
   118	    5894	0.0
   119	    5944	0.0
   120	    5994	0.0
   121	    6044	0.0
   122	    6095	0.0
   123	    6144	0.0
   124	    6195	0.0
   125	    6244	0.0
   126	    6294	0.0
   127	    6345	0.0
   128	    6394	0.0
   129	    6444	0.0
   130	    6494	0.0
   131	    6544	0.0
   132	    6595	0.0
   133	    6644	0.0
   134	    6694	0.0
   135	    6744	0.0
   136	    6794	0.0
   137	    6845	0.0
   138	    6894	0.0
   139	    6944	0.0
   140	    6994	0.0
   141	    7044	0.0
   142	    7094	0.0
   143	    7144	0.0
   144	    7194	0.0
   145	    7244	0.0
   146	    7294	0.0
   147	    7344	0.0
   148	    7394	0.0
   149	    7444	0.0
   150	    7495	0.0
   151	    7544	0.0
   152	    7595	0.0
   153	    7644	0.0
   154	    7694	0.0
   155	    7744	0.0
   156	    7794	0.0
   157	    7844	0.0
   158	    7894	0.0
   159	    7944	0.0
   160	    7994	0.0
   161	    8045	0.0
   162	    8094	0.0
   163	    8144	0.0
   164	    8194	0.0
   165	    8244	0.0
   166	    8294	0.0
   167	    8344	0.0
   168	    8394	0.0
   169	    8444	0.0
   170	    8494	0.0
   171	    8545	0.0
   172	    8594	0.0
   173	    8644	0.0
   174	    8694	0.0
   175	    8744	0.0
   176	    8794	0.0
   177	    8844	0.0
   178	    8894	0.0
   179	    8944	0.0
   180	    8994	0.0
   181	    9044	0.0
   182	    9094	0.0
   183	    9144	0.0
   184	    9194	0.0
   185	    9244	0.0
   186	    9294	0.0
   187	    9344	0.0
   188	    9394	0.0
   189	    9444	0.0
   190	    9494	0.0
   191	    9544	0.0
   192	    9594	0.0
   193	    9644	0.0
   194	    9694	0.0
   195	    9744	0.0
   196	    9794	0.0
   197	    9844	0.0
   198	    9895	0.0
   199	    9944	0.0
   200	    9995	0.0
   201	   10044	0.0
   202	   10094	0.0
   203	   10144	0.0
   204	   10194	0.0
   205	   10245	0.0
   206	   10294	0.0
   207	   10344	0.0
   208	   10394	0.0
   209	   10444	0.0
   210	   10494	0.0
   211	   10545	0.0
   212	   10594	0.0
   213	   10644	0.0
   214	   10694	0.0
   215	   10745	0.0
   216	   10794	0.0
   217	   10844	0.0
   218	   10894	0.0
   219	   10944	0.0
   220	   10994	0.0
   221	   11116	0.0
   222	   11142	0.0
