Number	Time	Temperature
     1	      13	0.0
     2	      65	0.0
     3	     113	0.0
     4	     163	0.0
     5	     213	0.0
     6	     263	0.0
     7	     313	0.0
     8	     363	0.0
     9	     413	0.0
    10	     463	0.0
    11	     515	0.0
    12	     563	0.0
    13	     613	0.0
    14	     663	0.0
    15	     713	0.0
    16	     763	0.0
    17	     813	0.0
    18	     863	0.0
    19	     913	0.0
    20	     963	0.0
    21	    1013	0.0
    22	    1063	0.0
    23	    1113	0.0
    24	    1163	0.0
    25	    1214	0.0
    26	    1263	0.0
    27	    1313	0.0
    28	    1364	0.0
    29	    1413	0.0
    30	    1463	0.0
    31	    1514	0.0
    32	    1563	0.0
    33	    1614	0.0
    34	    1663	0.0
    35	    1713	0.0
    36	    1763	0.0
    37	    1813	0.0
    38	    1863	0.0
    39	    1913	0.0
    40	    1965	0.0
    41	    2013	0.0
    42	    2063	0.0
    43	    2114	0.0
    44	    2163	0.0
    45	    2213	0.0
    46	    2264	0.0
    47	    2313	0.0
    48	    2364	0.0
    49	    2413	0.0
    50	    2464	0.0
    51	    2513	0.0
    52	    2564	0.0
    53	    2613	0.0
    54	    2663	0.0
    55	    2713	0.0
    56	    2763	0.0
    57	    2813	0.0
    58	    2863	0.0
    59	    2913	0.0
    60	    2963	0.0
    61	    3013	0.0
    62	    3063	0.0
    63	    3113	0.0
    64	    3163	0.0
    65	    3213	0.0
    66	    3263	0.0
    67	    3313	0.0
    68	    3364	0.0
    69	    3414	0.0
    70	    3463	0.0
    71	    3513	0.0
    72	    3563	0.0
    73	    3614	0.0
    74	    3663	0.0
    75	    3713	0.0
    76	    3763	0.0
    77	    3813	0.0
    78	    3864	0.0
    79	    3913	0.0
    80	    3963	0.0
    81	    4013	0.0
    82	    4063	0.0
    83	    4113	0.0
    84	    4163	0.0
    85	    4213	0.0
    86	    4264	0.0
    87	    4313	0.0
    88	    4363	0.0
    89	    4413	0.0
    90	    4463	0.0
    91	    4513	0.0
    92	    4563	0.0
    93	    4613	0.0
    94	    4663	0.0
    95	    4713	0.0
    96	    4763	0.0
    97	    4813	0.0
    98	    4864	0.0
    99	    4913	0.0
   100	    4963	0.0
   101	    5013	0.0
   102	    5063	0.0
   103	    5114	0.0
   104	    5163	0.0
   105	    5213	0.0
   106	    5263	0.0
   107	    5313	0.0
   108	    5363	0.0
   109	    5414	0.0
   110	    5463	0.0
   111	    5513	0.0
   112	    5568	0.0
   113	    5613	0.0
   114	    5663	0.0
   115	    5713	0.0
   116	    5763	0.0
   117	    5813	0.0
   118	    5863	0.0
   119	    5913	0.0
   120	    5963	0.0
   121	    6013	0.0
   122	    6063	0.0
   123	    6113	0.0
   124	    6163	0.0
   125	    6213	0.0
   126	    6263	0.0
   127	    6313	0.0
   128	    6363	0.0
   129	    6413	0.0
   130	    6463	0.0
   131	    6520	0.0
   132	    6567	0.0
   133	    6613	0.0
   134	    6663	0.0
   135	    6713	0.0
   136	    6763	0.0
   137	    6813	0.0
   138	    6863	0.0
   139	    6913	0.0
