Number	Time	Temperature
     1	      30	56.2
     2	      80	55.9
     3	     130	56.2
     4	     178	56.1
     5	     230	56.1
     6	     280	56.2
     7	     330	56.3
     8	     380	56.5
     9	     430	56.6
    10	     480	56.9
    11	     530	57.3
    12	     580	57.6
    13	     630	58.1
    14	     680	58.6
    15	     730	59.7
    16	     780	60.5
    17	     828	61.1
    18	     880	61.6
    19	     929	62.5
    20	     978	63.2
    21	    1030	64.0
    22	    1080	64.6
    23	    1131	65.5
    24	    1180	66.3
    25	    1230	66.7
    26	    1280	67.7
    27	    1330	68.7
    28	    1381	70.4
    29	    1431	70.8
    30	    1481	71.5
    31	    1531	72.9
    32	    1581	73.7
    33	    1632	74.0
    34	    1681	75.3
    35	    1731	76.5
    36	    1781	77.5
    37	    1831	78.1
    38	    1881	79.0
    39	    1931	79.8
    40	    1981	80.9
    41	    2031	82.4
    42	    2081	83.1
    43	    2131	83.9
    44	    2181	84.9
    45	    2232	85.8
    46	    2281	86.6
    47	    2331	87.3
    48	    2381	88.4
    49	    2431	89.2
    50	    2481	89.9
    51	    2531	91.0
    52	    2581	91.7
    53	    2631	92.6
    54	    2681	93.6
    55	    2732	94.4
    56	    2781	95.6
    57	    2831	96.3
    58	    2881	96.8
