Number	Time	Temperature
     1	      40	34.0
     2	      91	33.5
     3	     140	33.7
     4	     190	33.7
     5	     240	33.4
     6	     290	33.7
     7	     341	33.7
     8	     390	33.6
     9	     440	33.6
    10	     490	33.6
    11	     540	33.6
    12	     590	33.9
    13	     640	33.9
    14	     690	33.9
    15	     740	33.7
    16	     790	33.9
    17	     840	33.9
    18	     890	33.6
    19	     941	34.1
    20	     990	33.9
    21	    1040	34.1
    22	    1090	34.1
    23	    1140	33.4
    24	    1190	33.9
    25	    1240	34.1
    26	    1290	34.1
    27	    1340	34.1
    28	    1390	33.7
    29	    1439	34.1
    30	    1490	34.3
    31	    1540	34.3
    32	    1590	34.1
    33	    1640	34.3
    34	    1690	34.3
    35	    1740	34.3
    36	    1790	34.3
    37	    1840	34.3
    38	    1890	34.3
    39	    1940	34.3
    40	    1990	34.3
    41	    2040	33.6
    42	    2089	34.4
    43	    2140	34.3
    44	    2190	34.1
    45	    2240	34.4
    46	    2289	33.9
    47	    2339	34.4
    48	    2390	34.4
    49	    2440	34.3
    50	    2490	34.6
    51	    2540	34.4
    52	    2590	34.3
    53	    2640	34.6
    54	    2690	34.6
    55	    2740	34.4
    56	    2791	34.7
    57	    2840	34.6
    58	    2890	34.6
    59	    2940	34.3
    60	    2990	34.6
    61	    3040	34.6
    62	    3090	34.7
    63	    3140	34.3
    64	    3190	34.7
    65	    3240	33.9
    66	    3289	34.7
    67	    3340	34.6
    68	    3390	34.7
    69	    3440	34.7
    70	    3491	34.8
    71	    3543	34.1
    72	    3591	34.7
    73	    3641	34.7
    74	    3691	34.7
    75	    3741	34.7
    76	    3792	34.7
    77	    3841	34.7
    78	    3891	34.7
    79	    3940	34.7
    80	    3990	34.7
    81	    4040	34.7
    82	    4091	34.7
    83	    4140	34.8
    84	    4191	34.6
    85	    4241	34.4
    86	    4291	34.8
    87	    4341	34.7
    88	    4391	34.8
    89	    4441	34.7
    90	    4491	34.8
    91	    4541	34.8
    92	    4590	34.8
    93	    4641	34.8
    94	    4690	34.6
    95	    4741	34.7
    96	    4790	34.8
    97	    4840	34.7
    98	    4890	34.7
    99	    4940	34.8
   100	    4990	34.8
   101	    5040	34.8
   102	    5091	34.7
   103	    5140	34.4
   104	    5190	35.0
   105	    5240	34.8
   106	    5290	34.7
   107	    5340	34.8
   108	    5391	35.0
   109	    5440	35.0
   110	    5490	34.8
   111	    5540	34.8
   112	    5590	35.0
   113	    5641	35.0
   114	    5690	35.0
   115	    5740	35.0
   116	    5790	34.8
   117	    5840	35.0
   118	    5890	35.0
   119	    5940	35.0
   120	    5990	35.0
   121	    6040	35.0
   122	    6090	34.8
   123	    6140	35.0
   124	    6190	35.0
   125	    6240	35.0
   126	    6290	34.7
   127	    6340	35.0
   128	    6391	34.8
   129	    6440	35.0
   130	    6490	35.0
   131	    6540	35.2
   132	    6590	34.6
   133	    6640	35.0
   134	    6691	35.2
   135	    6740	35.0
   136	    6790	35.2
   137	    6840	35.2
   138	    6890	35.0
   139	    6941	35.2
   140	    6990	35.0
   141	    7040	35.2
   142	    7090	35.0
   143	    7140	35.0
   144	    7190	35.0
   145	    7242	35.0
   146	    7290	35.2
   147	    7340	35.2
   148	    7390	35.2
   149	    7440	35.2
   150	    7491	35.0
   151	    7540	35.2
   152	    7590	35.2
   153	    7640	35.2
   154	    7692	35.2
   155	    7740	35.2
   156	    7790	35.2
   157	    7840	35.0
   158	    7890	35.0
   159	    7940	35.2
   160	    7990	35.2
   161	    8040	35.2
   162	    8090	35.2
   163	    8141	35.2
   164	    8190	35.0
   165	    8241	35.0
   166	    8290	35.2
   167	    8340	35.2
   168	    8391	35.0
   169	    8440	35.2
   170	    8490	35.2
   171	    8540	35.2
   172	    8590	35.0
   173	    8641	35.2
   174	    8690	35.2
   175	    8740	34.8
   176	    8790	35.2
   177	    8840	35.2
   178	    8891	35.3
   179	    8940	35.2
   180	    8990	35.2
   181	    9040	35.0
   182	    9091	34.8
   183	    9140	35.3
   184	    9190	35.2
   185	    9240	35.3
   186	    9290	35.3
   187	    9342	35.3
   188	    9390	35.2
   189	    9440	35.2
   190	    9490	34.8
   191	    9540	35.0
   192	    9590	35.2
   193	    9640	34.8
   194	    9690	35.0
   195	    9741	35.2
   196	    9791	35.3
   197	    9843	35.2
   198	    9891	35.2
   199	    9941	35.2
   200	    9990	35.2
   201	   10041	35.0
   202	   10092	34.7
   203	   10140	35.3
   204	   10190	34.6
   205	   10240	35.0
   206	   10291	35.3
   207	   10342	35.2
   208	   10390	35.3
   209	   10440	35.2
   210	   10490	35.3
   211	   10541	35.3
   212	   10591	35.2
   213	   10640	35.3
   214	   10690	35.2
   215	   10740	35.2
   216	   10790	35.3
   217	   10840	35.2
   218	   10890	35.2
   219	   10941	35.3
   220	   10990	35.2
   221	   11040	35.3
   222	   11090	35.2
   223	   11140	35.3
   224	   11191	35.3
   225	   11240	35.3
   226	   11290	35.0
   227	   11340	35.3
   228	   11390	35.3
   229	   11440	35.2
   230	   11490	35.3
   231	   11540	34.8
   232	   11590	35.2
   233	   11640	35.3
   234	   11690	35.3
   235	   11740	35.3
   236	   11790	35.2
   237	   11840	34.7
   238	   11890	35.2
   239	   11940	35.3
   240	   11990	35.3
   241	   12040	35.2
   242	   12090	35.2
   243	   12140	35.3
   244	   12190	35.2
   245	   12240	35.2
   246	   12290	35.3
   247	   12340	35.3
   248	   12390	35.3
   249	   12440	35.2
   250	   12490	35.3
   251	   12540	35.2
   252	   12590	35.2
   253	   12640	35.3
   254	   12690	35.3
   255	   12740	35.0
   256	   12791	34.6
   257	   12840	35.2
   258	   12890	35.3
   259	   12941	35.2
   260	   12990	35.3
   261	   13041	35.3
   262	   13091	35.3
   263	   13140	35.3
   264	   13190	35.3
   265	   13240	34.8
   266	   13290	35.3
   267	   13340	35.2
   268	   13390	35.2
   269	   13440	35.3
   270	   13490	35.2
   271	   13540	35.3
   272	   13590	35.0
   273	   13640	35.3
   274	   13690	34.8
   275	   13741	35.3
   276	   13790	35.3
   277	   13840	35.3
   278	   13890	35.3
   279	   13940	35.3
   280	   13990	35.5
   281	   14040	35.3
   282	   14090	35.2
   283	   14140	35.3
   284	   14190	35.3
   285	   14240	35.3
   286	   14290	35.3
   287	   14340	34.7
   288	   14390	35.3
   289	   14440	34.6
   290	   14490	35.3
   291	   14541	35.3
   292	   14592	35.0
   293	   14641	34.7
   294	   14690	35.3
   295	   14740	35.2
   296	   14790	35.3
   297	   14840	35.5
   298	   14891	35.5
   299	   14940	35.5
   300	   14990	35.3
   301	   15040	35.2
   302	   15090	35.2
   303	   15140	35.2
   304	   15190	34.7
   305	   15240	35.3
   306	   15290	35.2
   307	   15340	35.3
   308	   15390	35.3
   309	   15440	35.3
   310	   15490	35.3
   311	   15540	35.3
   312	   15590	34.7
   313	   15640	35.5
   314	   15690	35.3
   315	   15740	35.5
   316	   15790	35.0
   317	   15840	35.5
   318	   15890	35.3
   319	   15940	35.5
   320	   15990	35.3
   321	   16040	34.7
   322	   16090	35.3
   323	   16140	35.2
   324	   16191	35.2
   325	   16240	35.0
   326	   16290	35.2
   327	   16340	35.3
   328	   16390	35.2
