[2015:12:07-21:40:19] cmd: 1, targetTemp: 95.0, temp: 46.7, elapsed time: 0m 0s, line Time: 5s, protocol Time: 35s, device TargetArr: 0, mfc TargetArr: 0, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 1486.0
[2015:12:07-21:40:20] cmd: 1, targetTemp: 95.0, temp: 71.7, elapsed time: 0m 1s, line Time: 5s, protocol Time: 35s, device TargetArr: 0, mfc TargetArr: 0, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 1779.0
[2015:12:07-21:40:21] cmd: 1, targetTemp: 95.0, temp: 91.8, elapsed time: 0m 2s, line Time: 5s, protocol Time: 35s, device TargetArr: 0, mfc TargetArr: 0, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 691.0
[2015:12:07-21:40:22] cmd: 1, targetTemp: 95.0, temp: 98.9, elapsed time: 0m 3s, line Time: 4s, protocol Time: 34s, device TargetArr: 0, mfc TargetArr: 1, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 0.0
[2015:12:07-21:40:23] cmd: 1, targetTemp: 95.0, temp: 93.8, elapsed time: 0m 4s, line Time: 3s, protocol Time: 33s, device TargetArr: 0, mfc TargetArr: 1, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 0.0
[2015:12:07-21:40:24] cmd: 1, targetTemp: 95.0, temp: 96.0, elapsed time: 0m 5s, line Time: 2s, protocol Time: 32s, device TargetArr: 0, mfc TargetArr: 1, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 0.0
[2015:12:07-21:40:25] cmd: 1, targetTemp: 95.0, temp: 95.2, elapsed time: 0m 6s, line Time: 1s, protocol Time: 31s, device TargetArr: 0, mfc TargetArr: 1, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 0.0
[2015:12:07-21:40:26] cmd: 1, targetTemp: 95.0, temp: 94.5, elapsed time: 0m 7s, line Time: 0s, protocol Time: 30s, device TargetArr: 0, mfc TargetArr: 1, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 0.0
[2015:12:07-21:40:27] cmd: 1, targetTemp: 60.0, temp: 95.5, elapsed time: 0m 8s, line Time: 5s, protocol Time: 30s, device TargetArr: 0, mfc TargetArr: 0, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 1, photodiode: 0.0
[2015:12:07-21:40:28] cmd: 1, targetTemp: 60.0, temp: 85.8, elapsed time: 0m 9s, line Time: 5s, protocol Time: 30s, device TargetArr: 0, mfc TargetArr: 0, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 1, photodiode: 0.0
[2015:12:07-21:40:29] cmd: 1, targetTemp: 60.0, temp: 71.7, elapsed time: 0m 10s, line Time: 5s, protocol Time: 30s, device TargetArr: 0, mfc TargetArr: 0, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 1, photodiode: 0.0
[2015:12:07-21:40:30] cmd: 1, targetTemp: 60.0, temp: 62.3, elapsed time: 0m 11s, line Time: 5s, protocol Time: 30s, device TargetArr: 0, mfc TargetArr: 0, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 1, photodiode: 0.0
[2015:12:07-21:40:31] cmd: 1, targetTemp: 60.0, temp: 55.1, elapsed time: 0m 12s, line Time: 5s, protocol Time: 30s, device TargetArr: 0, mfc TargetArr: 0, free Running: 1, free Running Counter: 17, ArrivalDelta: 0.5, tempFlag: 1, photodiode: 0.0
[2015:12:07-21:40:32] cmd: 1, targetTemp: 60.0, temp: 52.2, elapsed time: 0m 13s, line Time: 5s, protocol Time: 30s, device TargetArr: 0, mfc TargetArr: 0, free Running: 1, free Running Counter: 37, ArrivalDelta: 0.5, tempFlag: 1, photodiode: 0.0
[2015:12:07-21:40:33] cmd: 1, targetTemp: 60.0, temp: 53.2, elapsed time: 0m 14s, line Time: 5s, protocol Time: 30s, device TargetArr: 1, mfc TargetArr: 0, free Running: 1, free Running Counter: 57, ArrivalDelta: 0.5, tempFlag: 1, photodiode: 0.0
[2015:12:07-21:40:34] cmd: 1, targetTemp: 60.0, temp: 67.7, elapsed time: 0m 15s, line Time: 4s, protocol Time: 29s, device TargetArr: 1, mfc TargetArr: 1, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 0.0
[2015:12:07-21:40:35] cmd: 1, targetTemp: 60.0, temp: 65.9, elapsed time: 0m 16s, line Time: 3s, protocol Time: 28s, device TargetArr: 1, mfc TargetArr: 1, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 0.0
[2015:12:07-21:40:36] cmd: 1, targetTemp: 60.0, temp: 62.6, elapsed time: 0m 17s, line Time: 2s, protocol Time: 27s, device TargetArr: 1, mfc TargetArr: 1, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 0.0
[2015:12:07-21:40:37] cmd: 1, targetTemp: 60.0, temp: 59.9, elapsed time: 0m 18s, line Time: 1s, protocol Time: 26s, device TargetArr: 1, mfc TargetArr: 1, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 0.0
[2015:12:07-21:40:38] cmd: 1, targetTemp: 60.0, temp: 57.3, elapsed time: 0m 19s, line Time: 0s, protocol Time: 25s, device TargetArr: 1, mfc TargetArr: 1, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 0.0
[2015:12:07-21:40:39] cmd: 1, targetTemp: 72.0, temp: 58.5, elapsed time: 0m 20s, line Time: 5s, protocol Time: 25s, device TargetArr: 1, mfc TargetArr: 0, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 0.0
[2015:12:07-21:40:40] cmd: 1, targetTemp: 72.0, temp: 70.6, elapsed time: 0m 21s, line Time: 5s, protocol Time: 25s, device TargetArr: 0, mfc TargetArr: 0, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 0.0
[2015:12:07-21:40:41] cmd: 1, targetTemp: 72.0, temp: 78.1, elapsed time: 0m 22s, line Time: 5s, protocol Time: 25s, device TargetArr: 0, mfc TargetArr: 0, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 0.0
[2015:12:07-21:40:42] cmd: 1, targetTemp: 72.0, temp: 74.0, elapsed time: 0m 23s, line Time: 5s, protocol Time: 25s, device TargetArr: 0, mfc TargetArr: 0, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 0.0
[2015:12:07-21:40:43] cmd: 1, targetTemp: 72.0, temp: 71.3, elapsed time: 0m 24s, line Time: 4s, protocol Time: 24s, device TargetArr: 0, mfc TargetArr: 1, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 0.0
[2015:12:07-21:40:44] cmd: 1, targetTemp: 72.0, temp: 72.1, elapsed time: 0m 25s, line Time: 3s, protocol Time: 23s, device TargetArr: 0, mfc TargetArr: 1, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 0.0
[2015:12:07-21:40:45] cmd: 1, targetTemp: 72.0, temp: 71.5, elapsed time: 0m 26s, line Time: 2s, protocol Time: 22s, device TargetArr: 0, mfc TargetArr: 1, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 0.0
[2015:12:07-21:40:46] cmd: 1, targetTemp: 72.0, temp: 71.7, elapsed time: 0m 27s, line Time: 1s, protocol Time: 21s, device TargetArr: 0, mfc TargetArr: 1, free Running: 0, free Running Counter: 0, ArrivalDelta: 0.5, tempFlag: 0, photodiode: 3339.0
